iteration,train_mse
126,0.6340492133183435
127,0.6337808013010104
128,0.6335158786894344
129,0.6332544001206967
130,0.6329963208216047
131,0.6327415966010261
132,0.6324901838423208
133,0.6322420394958734
134,0.6319971210717216
135,0.6317553866322798
136,0.6315167947851598
137,0.631281304676081
138,0.6310488759818766
139,0.6308194689035885
140,0.630593044159652
141,0.6303695629791705
142,0.6301489870952753
143,0.629931278738575
144,0.629716400630687
145,0.6295043159778544
146,0.6292949884646457
147,0.6290883822477374
148,0.6288844619497753
149,0.6286831926533173
150,0.6284845398948548
151,0.6282884696589107
152,0.628094948372216
153,0.6279039428979603
154,0.6277154205301172
155,0.6275293489878452
156,0.6273456964099597
157,0.6271644313494772
158,0.626985522768231
159,0.6268089400315561
160,0.6266346529030439
161,0.6264626315393645
162,0.6262928464851574
163,0.6261252686679863
164,0.6259598693933628
165,0.6257966203398313
166,0.6256354935541212
167,0.625476461446359
168,0.625319496785345
169,0.6251645726938899
170,0.6250116626442125
171,0.6248607404533986
172,0.6247117802789158
173,0.62456475661419
174,0.6244196442842367
175,0.6242764184413513
176,0.6241350545608537
177,0.6239955284368893
178,0.6238578161782842
179,0.6237218942044536
180,0.6235877392413657
181,0.623455328317554
182,0.6233246387601867
183,0.6231956481911822
184,0.6230683345233781
185,0.6229426759567493
186,0.6228186509746755
187,0.6226962383402556
188,0.6225754170926727
189,0.6224561665436043
190,0.6223384662736798
191,0.6222222961289845
192,0.6221076362176076
193,0.6219944669062375
194,0.6218827688167992
195,0.6217725228231359
196,0.6216637100477346
197,0.6215563118584932
198,0.621450309865531
199,0.6213456859180385
200,0.6212424221011702
201,0.6211405007329773
202,0.621039904361379
203,0.6209406157611751
204,0.6208426179310964
205,0.6207458940908926
206,0.6206504276784607
207,0.6205562023470071
208,0.6204632019622508
209,0.6203714105996581
210,0.620280812541718
211,0.6201913922752496
212,0.6201031344887467
213,0.620016024069755
214,0.6199300461022852
215,0.6198451858642587
216,0.6197614288249862
217,0.6196787606426806
218,0.6195971671620001
219,0.6195166344116254
220,0.6194371486018668
221,0.6193586961223031
222,0.619281263539451
223,0.6192048375944652
224,0.6191294052008675
225,0.6190549534423065
226,0.618981469570346
227,0.6189089410022814
228,0.6188373553189856
229,0.6187667002627831
230,0.6186969637353495
231,0.6186281337956414
232,0.6185601986578512
233,0.6184931466893887
234,0.6184269664088897
235,0.6183616464842498
236,0.6182971757306844
237,0.6182335431088124
238,0.6181707377227671
239,0.6181087488183303
240,0.6180475657810905
241,0.6179871781346251
242,0.6179275755387077
243,0.617868747787536
244,0.6178106848079854
245,0.6177533766578837
246,0.6176968135243086
247,0.6176409857219081
248,0.6175858836912408
249,0.6175314979971407
250,0.6174778193271
251,0.6174248384896756
252,0.6173725464129144
253,0.6173209341428011
254,0.6172699928417235
255,0.6172197137869603
256,0.6171700883691874
257,0.6171211080910033
258,0.6170727645654741
259,0.6170250495146979
260,0.6169779547683871
261,0.616931472262469
262,0.6168855940377056
263,0.6168403122383301
264,0.6167956191107027
265,0.6167515070019821
266,0.616707968358815
267,0.6166649957260436
268,0.6166225817454283
269,0.6165807191543878
270,0.616539400784756
271,0.616498619561554
272,0.6164583685017796
273,0.6164186407132097
274,0.6163794293932227
275,0.6163407278276314
276,0.6163025293895344
277,0.6162648275381819
278,0.6162276158178542
279,0.6161908878567577
280,0.616154637365933
281,0.6161188581381787
282,0.6160835440469878
283,0.6160486890454989
284,0.6160142871654615
285,0.6159803325162129
286,0.6159468192836706
287,0.6159137417293356
288,0.615881094189311
289,0.6158488710733313
290,0.6158170668638059
291,0.6157856761148731
292,0.6157546934514694
293,0.6157241135684071
294,0.6156939312294678
295,0.6156641412665045
296,0.615634738578557
297,0.6156057181309786
298,0.6155770749545741
299,0.6155488041447488
300,0.615520900860668
301,0.6154933603244294
302,0.6154661778202442
303,0.6154393486936294
304,0.6154128683506116
305,0.6153867322569397
306,0.6153609359373087
307,0.6153354749745931
308,0.6153103450090912
309,0.6152855417377786
310,0.6152610609135697
311,0.6152368983445933
312,0.6152130498934725
313,0.615189511476617
314,0.6151662790635246
315,0.6151433486760892
316,0.6151207163879223
317,0.6150983783236781
318,0.6150763306583911
319,0.6150545696168214
320,0.6150330914728078
321,0.61501189254863
322,0.6149909692143783
323,0.6149703178873331
324,0.6149499350313504
325,0.614929817156257
326,0.614909960817252
327,0.6148903626143184
328,0.6148710191916397
329,0.6148519272370251
330,0.6148330834813437
331,0.6148144846979637
332,0.6147961277021996
333,0.614778009350768
334,0.6147601265412486
335,0.6147424762115528
336,0.6147250553394003
337,0.6147078609418005
338,0.6146908900745425
339,0.6146741398316908
340,0.6146576073450869
341,0.6146412897838599
342,0.6146251843539399
343,0.6146092882975809
344,0.614593598892888
345,0.6145781134533513
346,0.6145628293273863
347,0.6145477438978793
348,0.6145328545817396
349,0.6145181588294575
350,0.614503654124667
351,0.6144893379837153
352,0.6144752079552378
353,0.614461261619738
354,0.6144474965891734
355,0.6144339105065462
356,0.6144205010455003
357,0.6144072659099226
358,0.6143942028335497
359,0.6143813095795804
360,0.6143685839402917
361,0.6143560237366622
362,0.6143436268179978
363,0.6143313910615636
364,0.614319314372221
365,0.6143073946820684
366,0.6142956299500875
367,0.6142840181617935
368,0.6142725573288899
369,0.6142612454889291
370,0.6142500807049752
371,0.6142390610652729
372,0.6142281846829203
373,0.6142174496955456
374,0.6142068542649876
375,0.6141963965769819
376,0.6141860748408504
377,0.6141758872891931
378,0.6141658321775875
379,0.6141559077842882
380,0.6141461124099332
381,0.6141364443772526
382,0.6141269020307809
383,0.6141174837365739
384,0.6141081878819299
385,0.6140990128751116
386,0.6140899571450751
387,0.6140810191412004
388,0.6140721973330251
389,0.6140634902099841
390,0.6140548962811496
391,0.6140464140749756
392,0.6140380421390473
393,0.6140297790398309
394,0.6140216233624293
395,0.6140135737103388
396,0.614005628705211
397,0.6139977869866158
398,0.6139900472118098
399,0.6139824080555042
400,0.6139748682096404
401,0.6139674263831644
402,0.6139600813018056
403,0.6139528317078599
404,0.6139456763599734
405,0.61393861403293
406,0.6139316435174412
407,0.6139247636199403
408,0.6139179731623762
409,0.6139112709820135
410,0.6139046559312326
411,0.6138981268773324
412,0.6138916827023377
413,0.6138853223028071
414,0.6138790445896444
415,0.6138728484879111
416,0.6138667329366436
417,0.6138606968886713
418,0.6138547393104364
419,0.613848859181818
420,0.613843055495957
421,0.6138373272590827
422,0.6138316734903451
423,0.6138260932216444
424,0.6138205854974664
425,0.6138151493747193
426,0.613809783922571
427,0.6138044882222907
428,0.6137992613670914
429,0.6137941024619742
430,0.6137890106235755
431,0.6137839849800156
432,0.6137790246707494
433,0.613774128846419
434,0.6137692966687084
435,0.6137645273101998
436,0.6137598199542318
437,0.6137551737947601
438,0.613750588036219
439,0.6137460618933851
440,0.6137415945912433
441,0.6137371853648537
442,0.6137328334592207
443,0.6137285381291643
444,0.6137242986391912
445,0.6137201142633699
446,0.6137159842852067
447,0.6137119079975215
448,0.6137078847023286
449,0.6137039137107155
450,0.6136999943427262
451,0.6136961259272442
452,0.6136923078018771
453,0.6136885393128445
454,0.6136848198148647
455,0.6136811486710451
456,0.6136775252527726
457,0.6136739489396061
458,0.613670419119171
459,0.613666935187053
460,0.6136634965466952
461,0.6136601026092965
462,0.6136567527937103
463,0.6136534465263451
464,0.6136501832410657
465,0.613646962379097
466,0.6136437833889284
467,0.6136406457262187
468,0.6136375488537031
469,0.6136344922411019
470,0.6136314753650284
471,0.6136284977089005
472,0.6136255587628517
473,0.6136226580236442
474,0.6136197949945814
475,0.613616969185425
476,0.6136141801123088
477,0.613611427297658
478,0.6136087102701056
479,0.6136060285644127
480,0.6136033817213888
481,0.6136007692878126
482,0.613598190816355
483,0.6135956458655022
484,0.6135931339994801
485,0.6135906547881798
486,0.6135882078070838
487,0.6135857926371936
488,0.6135834088649579
489,0.613581056082201
490,0.6135787338860542
491,0.6135764418788857
492,0.6135741796682335
493,0.613571946866737
494,0.6135697430920721
495,0.6135675679668847
496,0.6135654211187259
497,0.6135633021799896
498,0.6135612107878476
499,0.6135591465841894
500,0.6135571092155598
501,0.6135550983330984
502,0.61355311359248
503,0.6135511546538559
504,0.6135492211817953
505,0.6135473128452285
506,0.6135454293173892
507,0.6135435702757592
508,0.6135417354020136
509,0.6135399243819653
510,0.6135381369055117
511,0.613536372666582
512,0.613534631363084
513,0.6135329126968526
514,0.6135312163735995
515,0.6135295421028616
516,0.6135278895979523
517,0.6135262585759119
518,0.6135246487574588
519,0.6135230598669428
520,0.6135214916322967
521,0.6135199437849904
522,0.6135184160599848
523,0.6135169081956859
524,0.6135154199339014
525,0.6135139510197947
526,0.6135125012018424
527,0.6135110702317911
528,0.6135096578646144
529,0.6135082638584718
530,0.6135068879746662
531,0.613505529977604
532,0.6135041896347542
533,0.6135028667166087
534,0.6135015609966432
535,0.6135002722512785
536,0.6134990002598412
537,0.6134977448045272
538,0.613496505670364
539,0.6134952826451736
540,0.6134940755195364
541,0.6134928840867553
542,0.6134917081428202
543,0.6134905474863731
544,0.6134894019186742
545,0.6134882712435666
546,0.613487155267444
547,0.6134860537992174
548,0.6134849666502806
549,0.6134838936344807
550,0.6134828345680841
551,0.6134817892697462
552,0.6134807575604795
553,0.6134797392636238
554,0.613478734204815
555,0.6134777422119563
556,0.6134767631151878
557,0.6134757967468577
558,0.6134748429414948
559,0.6134739015357771
560,0.6134729723685077
561,0.6134720552805841
562,0.6134711501149728
563,0.6134702567166817
564,0.613469374932733
565,0.6134685046121383
566,0.6134676456058722
567,0.613466797766846
568,0.6134659609498835
569,0.613465135011696
570,0.6134643198108573
571,0.61346351520778
572,0.6134627210646911
573,0.6134619372456089
574,0.6134611636163195
575,0.6134604000443538
576,0.6134596463989642
577,0.6134589025511038
578,0.6134581683734031
579,0.6134574437401479
580,0.6134567285272585
581,0.6134560226122688
582,0.6134553258743042
583,0.6134546381940619
584,0.6134539594537896
585,0.613453289537266
586,0.6134526283297805
587,0.6134519757181149
588,0.6134513315905211
589,0.613450695836705
590,0.6134500683478057
591,0.613449449016378
592,0.613448837736373
593,0.613448234403121
594,0.6134476389133127
595,0.6134470511649815
596,0.6134464710574874
597,0.6134458984914977
598,0.6134453333689713
599,0.6134447755931423
600,0.6134442250685018
601,0.6134436817007833
602,0.6134431453969453
603,0.6134426160651563
604,0.6134420936147782
605,0.6134415779563515
606,0.6134410690015794
607,0.6134405666633134
608,0.6134400708555373
609,0.613439581493354
610,0.6134390984929694
611,0.6134386217716788
612,0.6134381512478531
613,0.6134376868409237
614,0.6134372284713704
615,0.6134367760607057
616,0.6134363295314631
617,0.613435888807183
618,0.6134354538124002
619,0.6134350244726294
620,0.6134346007143552
621,0.6134341824650167
622,0.6134337696529968
623,0.6134333622076091
624,0.6134329600590869
625,0.6134325631385696
626,0.6134321713780923
627,0.6134317847105735
628,0.6134314030698037
629,0.6134310263904343
630,0.6134306546079664
631,0.6134302876587392
632,0.6134299254799194
633,0.6134295680094913
634,0.6134292151862447
635,0.6134288669497654
636,0.6134285232404245
637,0.6134281839993687
638,0.6134278491685091
639,0.6134275186905124
640,0.6134271925087906
641,0.6134268705674915
642,0.6134265528114886
643,0.6134262391863726
644,0.6134259296384408
645,0.6134256241146891
646,0.6134253225628029
647,0.6134250249311467
648,0.6134247311687568
649,0.6134244412253324
650,0.6134241550512259
651,0.6134238725974356
652,0.6134235938155966
653,0.6134233186579733
654,0.6134230470774497
655,0.613422779027523
656,0.6134225144622947
657,0.6134222533364633
658,0.6134219956053159
659,0.6134217412247209
660,0.6134214901511207
661,0.6134212423415234
662,0.6134209977534968
663,0.6134207563451597
664,0.6134205180751756
665,0.6134202829027449
666,0.6134200507875995
667,0.6134198216899938
668,0.6134195955706992
669,0.6134193723909971
670,0.6134191521126725
671,0.6134189346980067
672,0.6134187201097716
673,0.6134185083112231
674,0.6134182992660948
675,0.613418092938592
676,0.6134178892933846
677,0.6134176882956025
678,0.6134174899108287
679,0.6134172941050935
680,0.6134171008448692
681,0.6134169100970631
682,0.6134167218290141
683,0.6134165360084842
684,0.6134163526036555
685,0.6134161715831234
686,0.6134159929158919
687,0.6134158165713671
688,0.6134156425193539
689,0.6134154707300487
690,0.6134153011740364
691,0.6134151338222833
692,0.6134149686461341
693,0.6134148056173053
694,0.6134146447078813
695,0.6134144858903096
696,0.6134143291373954
697,0.6134141744222981
698,0.6134140217185258
699,0.6134138709999306
700,0.6134137222407049
701,0.6134135754153767
702,0.6134134304988048
703,0.613413287466175
704,0.6134131462929958
705,0.6134130069550942
706,0.6134128694286107
707,0.613412733689997
708,0.6134125997160105
709,0.6134124674837104
710,0.6134123369704545
711,0.6134122081538951
712,0.6134120810119748
713,0.6134119555229229
714,0.6134118316652519
715,0.6134117094177534
716,0.6134115887594949
717,0.6134114696698161
718,0.6134113521283251
719,0.6134112361148951
720,0.613411121609661
721,0.6134110085930164
722,0.6134108970456088
723,0.6134107869483381
724,0.6134106782823523
725,0.6134105710290443
726,0.6134104651700492
727,0.6134103606872405
728,0.6134102575627276
729,0.6134101557788523
730,0.6134100553181863
731,0.6134099561635276
732,0.6134098582978975
733,0.6134097617045388
734,0.6134096663669116
735,0.613409572268691
736,0.6134094793937648
737,0.6134093877262297
738,0.6134092972503893
739,0.6134092079507519
740,0.6134091198120261
741,0.61340903281912
742,0.6134089469571375
743,0.6134088622113769
744,0.6134087785673268
745,0.6134086960106647
746,0.6134086145272545
747,0.6134085341031436
748,0.613408454724561
749,0.6134083763779148
750,0.6134082990497892
751,0.6134082227269436
752,0.6134081473963091
753,0.6134080730449868
754,0.6134079996602453
755,0.6134079272295191
756,0.6134078557404056
757,0.6134077851806637
758,0.6134077155382117
759,0.6134076468011243
760,0.6134075789576319
761,0.613407511996117
762,0.6134074459051143
763,0.6134073806733071
764,0.6134073162895253
765,0.6134072527427445
766,0.6134071900220834
767,0.6134071281168026
768,0.6134070670163022
769,0.6134070067101192
770,0.6134069471879279
771,0.6134068884395358
772,0.6134068304548839
773,0.6134067732240429
774,0.6134067167372138
775,0.6134066609847236
776,0.6134066059570262
777,0.6134065516446989
778,0.613406498038442
779,0.6134064451290763
780,0.6134063929075421
781,0.6134063413648974
782,0.6134062904923167
783,0.6134062402810888
784,0.6134061907226164
785,0.613406141808413
786,0.6134060935301036
787,0.6134060458794207
788,0.6134059988482057
789,0.6134059524284051
790,0.6134059066120707
791,0.6134058613913569
792,0.6134058167585209
793,0.6134057727059198
794,0.6134057292260107
795,0.6134056863113484
796,0.6134056439545846
797,0.6134056021484667
798,0.6134055608858359
799,0.6134055201596271
800,0.6134054799628664
801,0.6134054402886711
802,0.6134054011302476
803,0.6134053624808908
804,0.6134053243339828
805,0.6134052866829918
806,0.6134052495214702
807,0.6134052128430557
808,0.6134051766414672
809,0.6134051409105059
810,0.6134051056440538
811,0.6134050708360721
812,0.6134050364806005
813,0.6134050025717565
814,0.6134049691037337
815,0.6134049360708013
816,0.613404903467303
817,0.6134048712876564
818,0.6134048395263512
819,0.6134048081779487
820,0.6134047772370811
821,0.6134047466984505
822,0.6134047165568279
823,0.6134046868070521
824,0.6134046574440286
825,0.6134046284627299
826,0.6134045998581935
827,0.6134045716255213
828,0.6134045437598791
829,0.6134045162564953
830,0.6134044891106605
831,0.6134044623177267
832,0.6134044358731059
833,0.6134044097722703
834,0.6134043840107499
835,0.6134043585841343
836,0.6134043334880694
837,0.613404308718258
838,0.6134042842704588
839,0.6134042601404853
840,0.613404236324206
841,0.6134042128175426
842,0.6134041896164704
843,0.6134041667170163
844,0.6134041441152593
845,0.6134041218073293
846,0.6134040997894065
847,0.6134040780577209
848,0.613404056608551
849,0.6134040354382245
850,0.613404014543116
851,0.6134039939196478
852,0.6134039735642886
853,0.6134039534735527
854,0.6134039336440003
855,0.6134039140722353
856,0.6134038947549072
857,0.6134038756887077
858,0.6134038568703727
859,0.6134038382966791
860,0.613403819964447
861,0.6134038018705376
862,0.613403784011852
863,0.6134037663853329
864,0.6134037489879617
865,0.6134037318167596
866,0.613403714868786
867,0.6134036981411396
868,0.6134036816309554
869,0.6134036653354067
870,0.6134036492517032
871,0.6134036333770908
872,0.6134036177088513
873,0.6134036022443017
874,0.6134035869807942
875,0.6134035719157152
876,0.6134035570464849
877,0.6134035423705573
878,0.6134035278854195
879,0.6134035135885911
880,0.6134034994776243
881,0.6134034855501025
882,0.613403471803641
883,0.6134034582358863
884,0.6134034448445147
885,0.6134034316272335
886,0.6134034185817794
887,0.6134034057059184
888,0.6134033929974462
889,0.6134033804541864
890,0.6134033680739913
891,0.6134033558547409
892,0.6134033437943432
893,0.6134033318907329
894,0.6134033201418717
895,0.6134033085457478
896,0.6134032971003758
897,0.6134032858037954
898,0.613403274654073
899,0.6134032636492989
900,0.6134032527875888
901,0.6134032420670831
902,0.613403231485946
903,0.6134032210423653
904,0.6134032107345534
905,0.6134032005607449
906,0.6134031905191977
907,0.6134031806081925
908,0.6134031708260322
909,0.6134031611710419
910,0.6134031516415681
911,0.6134031422359791
912,0.6134031329526648
913,0.6134031237900351
914,0.6134031147465214
915,0.613403105820575
916,0.6134030970106675
917,0.6134030883152904
918,0.613403079732955
919,0.6134030712621914
920,0.6134030629015492
921,0.6134030546495971
922,0.6134030465049218
923,0.6134030384661288
924,0.6134030305318414
925,0.6134030227007017
926,0.6134030149713677
927,0.6134030073425167
928,0.6134029998128421
929,0.6134029923810549
930,0.6134029850458821
931,0.6134029778060679
932,0.6134029706603726
933,0.6134029636075727
934,0.6134029566464606
935,0.6134029497758441
936,0.6134029429945469
937,0.6134029363014077
938,0.613402929695281
939,0.6134029231750348
940,0.6134029167395529
941,0.6134029103877336
942,0.6134029041184893
943,0.613402897930746
944,0.6134028918234449
945,0.6134028857955396
946,0.6134028798459982
947,0.6134028739738018
948,0.6134028681779453
949,0.6134028624574358
950,0.6134028568112941
951,0.6134028512385532
952,0.6134028457382591
953,0.6134028403094697
954,0.6134028349512556
955,0.6134028296626992
956,0.6134028244428952
957,0.6134028192909494
958,0.6134028142059801
959,0.6134028091871161
960,0.6134028042334982
961,0.6134027993442784
962,0.6134027945186193
963,0.6134027897556948
964,0.613402785054689
965,0.6134027804147975
966,0.6134027758352251
967,0.6134027713151881
968,0.6134027668539123
969,0.6134027624506342
970,0.6134027581045991
971,0.6134027538150635
972,0.6134027495812927
973,0.6134027454025617
974,0.6134027412781549
975,0.6134027372073662
976,0.6134027331894985
977,0.6134027292238637
978,0.613402725309783
979,0.613402721446586
980,0.6134027176336114
981,0.6134027138702062
982,0.6134027101557258
983,0.6134027064895343
984,0.6134027028710041
985,0.6134026992995154
986,0.6134026957744567
987,0.6134026922952245
988,0.6134026888612228
989,0.613402685471864
990,0.6134026821265673
991,0.6134026788247602
992,0.6134026755658769
993,0.6134026723493601
994,0.6134026691746584
995,0.6134026660412284
996,0.6134026629485336
997,0.6134026598960443
998,0.6134026568832381
999,0.6134026539095988
1000,0.6134026509746175
1001,0.6134026480777915
1002,0.6134026452186245
1003,0.6134026423966276
1004,0.613402639611317
1005,0.6134026368622159
1006,0.6134026341488535
1007,0.6134026314707655
1008,0.6134026288274932
1009,0.6134026262185837
1010,0.6134026236435904
1011,0.6134026211020729
1012,0.6134026185935955
1013,0.6134026161177286
1014,0.6134026136740486
1015,0.6134026112621369
1016,0.6134026088815803
1017,0.6134026065319715
1018,0.6134026042129079
1019,0.6134026019239927
1020,0.6134025996648338
1021,0.6134025974350443
1022,0.6134025952342427
1023,0.6134025930620517
1024,0.6134025909180998
1025,0.6134025888020194
1026,0.6134025867134486
1027,0.6134025846520295
1028,0.6134025826174094
1029,0.6134025806092397
1030,0.6134025786271764
1031,0.6134025766708803
1032,0.6134025747400167
1033,0.6134025728342545
1034,0.6134025709532674
1035,0.6134025690967337
1036,0.6134025672643352
1037,0.6134025654557582
1038,0.6134025636706932
1039,0.6134025619088341
1040,0.6134025601698797
1041,0.613402558453532
1042,0.6134025567594972
1043,0.613402555087485
1044,0.6134025534372092
1045,0.6134025518083875
1046,0.6134025502007407
1047,0.6134025486139936
1048,0.6134025470478744
1049,0.6134025455021154
1050,0.6134025439764512
1051,0.6134025424706211
1052,0.6134025409843669
1053,0.6134025395174345
1054,0.6134025380695722
1055,0.6134025366405327
1056,0.6134025352300708
1057,0.6134025338379452
1058,0.6134025324639175
1059,0.6134025311077523
1060,0.6134025297692177
1061,0.6134025284480841
1062,0.6134025271441255
1063,0.6134025258571189
1064,0.6134025245868433
1065,0.6134025233330815
1066,0.613402522095619
1067,0.6134025208742436
1068,0.6134025196687465
1069,0.6134025184789208
1070,0.6134025173045633
1071,0.6134025161454726
1072,0.6134025150014504
1073,0.6134025138723005
1074,0.6134025127578299
1075,0.6134025116578475
1076,0.6134025105721652
1077,0.6134025095005969
1078,0.6134025084429592
1079,0.6134025073990709
1080,0.6134025063687535
1081,0.6134025053518303
1082,0.6134025043481273
1083,0.6134025033574726
1084,0.6134025023796966
1085,0.613402501414632
1086,0.6134025004621133
1087,0.6134024995219776
1088,0.6134024985940637
1089,0.613402497678213
1090,0.6134024967742685
1091,0.6134024958820753
1092,0.613402495001481
1093,0.6134024941323344
1094,0.6134024932744869
1095,0.6134024924277917
1096,0.6134024915921036
1097,0.6134024907672796
1098,0.6134024899531785
1099,0.6134024891496608
1100,0.6134024883565892
1101,0.6134024875738273
1102,0.6134024868012417
1103,0.6134024860387
1104,0.6134024852860712
1105,0.6134024845432267
1106,0.6134024838100394
1107,0.6134024830863837
1108,0.6134024823721356
1109,0.6134024816671729
1110,0.6134024809713748
1111,0.6134024802846223
1112,0.6134024796067977
1113,0.6134024789377849
1114,0.6134024782774695
1115,0.6134024776257381
1116,0.6134024769824794
1117,0.6134024763475833
1118,0.6134024757209409
1119,0.6134024751024448
1120,0.6134024744919896
1121,0.6134024738894702
1122,0.6134024732947837
1123,0.6134024727078282
1124,0.6134024721285034
1125,0.6134024715567097
1126,0.6134024709923496
1127,0.6134024704353261
1128,0.6134024698855441
1129,0.6134024693429094
1130,0.6134024688073292
1131,0.6134024682787115
1132,0.6134024677569658
1133,0.6134024672420031
1134,0.6134024667337349
1135,0.6134024662320742
1136,0.6134024657369352
1137,0.6134024652482333
1138,0.6134024647658844
1139,0.6134024642898062
1140,0.6134024638199171
1141,0.6134024633561368
1142,0.6134024628983854
1143,0.6134024624465851
1144,0.6134024620006583
1145,0.6134024615605286
1146,0.6134024611261205
1147,0.6134024606973599
1148,0.6134024602741736
1149,0.6134024598564884
1150,0.6134024594442331
1151,0.6134024590373374
1152,0.6134024586357314
1153,0.6134024582393464
1154,0.6134024578481142
1155,0.6134024574619684
1156,0.6134024570808425
1157,0.6134024567046714
1158,0.6134024563333904
1159,0.613402455966936
1160,0.613402455605246
1161,0.6134024552482578
1162,0.6134024548959105
1163,0.6134024545481437
1164,0.613402454204898
1165,0.6134024538661146
1166,0.6134024535317354
1167,0.6134024532017033
1168,0.6134024528759616
1169,0.6134024525544547
1170,0.6134024522371272
1171,0.6134024519239252
1172,0.6134024516147948
1173,0.6134024513096833
1174,0.6134024510085382
1175,0.613402450711308
1176,0.613402450417942
1177,0.6134024501283896
1178,0.6134024498426016
1179,0.6134024495605288
1180,0.613402449282123
1181,0.6134024490073365
1182,0.6134024487361225
1183,0.6134024484684342
1184,0.613402448204226
1185,0.6134024479434522
1186,0.6134024476860688
1187,0.6134024474320313
1188,0.6134024471812966
1189,0.6134024469338211
1190,0.6134024466895631
1191,0.6134024464484805
1192,0.6134024462105319
1193,0.6134024459756767
1194,0.6134024457438746
1195,0.6134024455150862
1196,0.6134024452892719
1197,0.6134024450663931
1198,0.6134024448464119
1199,0.6134024446292906
1200,0.6134024444149919
1201,0.6134024442034791
1202,0.6134024439947159
1203,0.6134024437886667
1204,0.6134024435852963
1205,0.6134024433845696
1206,0.6134024431864525
1207,0.613402442990911
1208,0.6134024427979115
1209,0.6134024426074209
1210,0.6134024424194068
1211,0.613402442233837
1212,0.6134024420506795
1213,0.6134024418699032
1214,0.6134024416914771
1215,0.6134024415153705
1216,0.6134024413415532
1217,0.6134024411699958
1218,0.6134024410006683
1219,0.6134024408335423
1220,0.613402440668589
1221,0.61340244050578
1222,0.6134024403450877
1223,0.6134024401864846
1224,0.613402440029943
1225,0.6134024398754367
1226,0.6134024397229387
1227,0.6134024395724237
1228,0.613402439423865
1229,0.6134024392772378
1230,0.6134024391325168
1231,0.613402438989677
1232,0.6134024388486943
1233,0.6134024387095444
1234,0.6134024385722032
1235,0.6134024384366478
1236,0.6134024383028546
1237,0.6134024381708006
1238,0.6134024380404636
1239,0.6134024379118207
1240,0.6134024377848504
1241,0.6134024376595305
1242,0.61340243753584
1243,0.6134024374137574
1244,0.6134024372932619
1245,0.6134024371743328
1246,0.61340243705695
1247,0.6134024369410931
1248,0.6134024368267422
1249,0.6134024367138781
1250,0.6134024366024811
1251,0.6134024364925325
1252,0.613402436384013
1253,0.6134024362769044
1254,0.6134024361711882
1255,0.6134024360668464
1256,0.6134024359638609
1257,0.6134024358622144
1258,0.6134024357618891
